"codigo_produto,""descricao"",""um"",""qtde_cx"",""tipo"",""ficha_tecnica"",""estoque"",""preco"",""preco_promocional"",""oc"",""data_entrega"",""qtde_oc"",""prioriza_cd"",""qtde_venda"""
35,* CHAVE COMBINADA 2000 8MM CROMO VANADIO BELZER,PC,1.00,FERRAMENTAS,Chave combinada 2000  8mm vanad.crv Belzer  - 302003BBR/302003B - BELZER,9.00,26.99,0.00,,,0,N,3
"86,* ASSENTO CONVENCIONAL BRANCO 7601 CENSI,PC,1.00,BANHEIRO E COZINHA,""Assento Convencional Branco - 7601 "
- CENSI Dados Gerais 
- Possui proteção contra raios UV; 
- Possui proteção bactericida; 
- Superfície polida, fácil limpeza; 
- Parafusos de fixação em aço inox com regulagem excêntrica; 
- Modelo de assento não possui sistema Soft Close; 
- Disponível na cor branca. Dados Técnicos 
-
Produzido em plástico de engenharia polipropileno (PP); 
- Embalagem: caixa. Compatível com os modelos: Marca: Celite* 
- Modelos: Azálea, Clássica e Saveiro; Marca: Deca* 
- Modelos: Marajó, Targa e Ravena; Marca: Fiori* 
- Modelo: Fiori (370 mm); Marca: Hervy* 
- Modelo: Colonial; Marca: Icasa* 
- Modelos: Sabará e Diamantina; Marca: Ideal Standard* 
- Modelos: Carina e Avalon; Marca: Incepa* 
- Modelos: Fiore e Flamengo; Marca: Luzarte* 
- Modelos: Lisboa e Porto; Marca: Santa Clara* 
- Modelos: Araxá e Ajax; Marca: Elisabeth* 
- Modelo: Jade. 
"* Imagens Meramente ilustrativas"",1.00,152.09,0.00,,,0,N,0"
"121,GRAMPEADOR PINADOR ELETRICO GPE916 127V,PC,,FERRAMENTAS,""Grampeador Pinador Elétrico GPE 916 127 Volts - 6001916127 - VONDER"

Descrição:
Proporciona maior agilidade nos processos de fixação

Cacacterísticas:
- Possui empunhadura com cobertura emborrachada que confere maior conforto ao operador
- Conta, ainda, com amortecedor de borracha que evita marcações nas peças e sistema de segurança que só permite o acionamento do grampeador / pinador quando pressionado à peça, evitando disparos involuntários, além de botão que ajusta a profundidade do grampo / pino.
- Indicado para estofarias, marcenarias, artesanato, madeiras macias, entre outros. Utilizar somente grampos tipo 600 VONDER de 16 mm e 19 mm de altura e pinos tipo F VONDER de 15 mm, 20 mm e 25 mm de altura
- Fator de trabalho: máximo de 20 grampeadas por minuto.

Detalhes Técnicos:
- Modelo:GPE 916
- Tensão (V):127 V~
- Frequência:60 Hz
"- Tipo e tamanho de pino indicado:Tipo """"F"""" de 15 mm, 20 mm e 25 mm"
- Largura do grampo indicado:5,7 mm
- Altura do grampo indicado:16 mm e 19 mm
- Espessura do grampo indicado:1,0 mm
- Espessura do pino:1,00 mm
- Capacidade aproximada de grampos/pinos:100 grampos / 100 pinos
- Índice de proteção (IP):IP20
- Segue norma:IEC 60745-1 e IEC 60745-2-16
- Massa aproximada (peso):1,6 kg

"* Imagens meramente ilustrtivas. "",5.00,613.49,0.00,,,0,N,1"
127,SACO LIXO BRILHUS 50L ALMOFADA C/10 BANCA,PC,,UTILIDADES DOMÉSTICAS,,11.00,8.74,0.00,,,0,N,27
"128,SACO LIXO BRILHUS 100L ALMOFADA C/5 BANCA,PC,,UTILIDADES DOMÉSTICAS,""Saco para Lixo Almofada 100 Litros 15 Unidades - BT2063 - BETTANIN "
Descrição do Produto: 
- Adequado para o lixo doméstico, condomínios e empresas.  - É econômico e possui fundo reforçado. 
- Marca: Bettanin - Brilhus. 
- Código: BT2063. - COr: Preto. 
- Capacidade: 100 Litros. - COnteúdo: 15 Unidades. - 75cm x 105cm. 
"* Imagens Meramente ilustrativas.  "",28.00,8.74,0.00,,,0,N,32"
"129,* PANO UMIDO WIPES ESFREBOM COZINHA C/20,PC,,JARDIM E LAZER,""Esfrebom Wipes Pano Umedecido para Cozinha - BT4660 - BETTANIN - Os Wipes Panos Umedecidos EsfreBom são panos prontos para uso e que atendem diferentes funções: limpar, perfumar, desinfetar, repelir a poeira ou desengordurar superfícies.  "
- A união perfeita da eficiência do líquido e a facilidade do pano em um só produto! - Os Wipes são práticos, fáceis de usar e garantem a sensação de limpeza e bem-estar. 
Informações Complementares: - COnteúdo: 20 Panos. 
-

Dimensões: 20 x 18 cm. - REferência: BT4660. 
- Fragrância: Citrus. - 3 em 1: Limpa, desengordura e perfuma. 
- Ação desengordurante que age instantaneamente. 
- Ideal para: fogão, pia, geladeira, coifa e eletrodomésticos em geral. 
- Seca rapidamente e não deixa manchas. - 20 x 18 cm. 
"* Imagens Meramente ilustrativas.  "",21.00,20.35,0.00,,,0,N,0"
